Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\03_raw\Grad090_LFQ_A_01.mzML.dia	F:\03_raw\Grad090_LFQ_A_02.mzML.dia	F:\03_raw\Grad090_LFQ_A_04.mzML.dia	F:\03_raw\Grad090_LFQ_A_05.mzML.dia	F:\03_raw\Grad090_LFQ_B_01.mzML.dia	F:\03_raw\Grad090_LFQ_B_02.mzML.dia	F:\03_raw\Grad090_LFQ_B_03.mzML.dia	F:\03_raw\Grad090_LFQ_B_04.mzML.dia
O00231;Q12377	O00231;Q12377	PSD11_HUMAN;RPN6_YEAST	PSMD11_HUMAN;RPN6_YEAST	26S proteasome non-ATPase regulatory subunit 11	4.83473e+06	5.14616e+06	6.1456e+06	4.80684e+06	2.45282e+06	2.73369e+06	2.03954e+06	3.30691e+06
O00232	O00232	PSD12_HUMAN	PSMD12_HUMAN	26S proteasome non-ATPase regulatory subunit 12	4.57014e+06	4.92282e+06	4.68979e+06	4.35322e+06	4.86093e+06	4.95903e+06	4.70128e+06	4.73871e+06
O00233	O00233	PSMD9_HUMAN	PSMD9_HUMAN	26S proteasome non-ATPase regulatory subunit 9	4.84088e+06	4.95802e+06	4.97779e+06	4.4471e+06	4.75719e+06	4.65725e+06	4.83342e+06	4.86004e+06
O00244	O00244	ATOX1_HUMAN	ATOX1_HUMAN	Copper transport protein ATOX1	4.02839e+06	3.70875e+06	3.79921e+06	3.75487e+06	3.61518e+06	3.88524e+06	3.64383e+06	3.62006e+06
O00255	O00255	MEN1_HUMAN	MEN1_HUMAN	Menin	262921	271814	159271	64775	317179	318812	262095	292089
O00257	O00257	CBX4_HUMAN	CBX4_HUMAN	E3 SUMO-protein ligase CBX4	369192	381368	280801	362933	363719	431601	376183	345476
O00264	O00264	PGRC1_HUMAN	PGRMC1_HUMAN	Membrane-associated progesterone receptor component 1	1.61667e+07	1.58895e+07	1.51418e+07	1.49729e+07	1.63969e+07	1.62506e+07	1.63061e+07	1.67481e+07
O00264;O15173	O00264;O15173	PGRC1_HUMAN;PGRC2_HUMAN	PGRMC1_HUMAN;PGRMC2_HUMAN	Membrane-associated progesterone receptor component 1	1.38116e+07	1.36917e+07	1.39449e+07	1.30398e+07	1.30302e+07	1.32634e+07	1.27665e+07	1.36753e+07
O00267	O00267	SPT5H_HUMAN	SUPT5H_HUMAN	Transcription elongation factor SPT5	2.3224e+06	2.41945e+06	2.30961e+06	2.05252e+06	2.39439e+06	2.45984e+06	2.37701e+06	2.40755e+06
O00268	O00268	TAF4_HUMAN	TAF4_HUMAN	Transcription initiation factor TFIID subunit 4		130275	106962	166423	145341	149689	139091	
O00273	O00273	DFFA_HUMAN	DFFA_HUMAN	DNA fragmentation factor subunit alpha	2.36143e+06	2.31833e+06	2.25619e+06	2.38698e+06	2.27427e+06	2.5078e+06	2.35505e+06	2.20087e+06
O00287	O00287	RFXAP_HUMAN	RFXAP_HUMAN	Regulatory factor X-associated protein	31664.9	46142.9		51933.2	32832	43149.6	43010.3	34659.1
O00291	O00291	HIP1_HUMAN	HIP1_HUMAN	Huntingtin-interacting protein 1	217170	130145	326491	213957	296371	288961	327719	223155
O00299	O00299	CLIC1_HUMAN	CLIC1_HUMAN	Chloride intracellular channel protein 1	6.37845e+07	6.36436e+07	6.5281e+07	6.45199e+07	6.42495e+07	6.36769e+07	6.39373e+07	6.61096e+07
O00303	O00303	EIF3F_HUMAN	EIF3F_HUMAN	Eukaryotic translation initiation factor 3 subunit F	9.14527e+06	8.97333e+06	9.07702e+06	8.02152e+06	9.27407e+06	9.28231e+06	9.16093e+06	8.77941e+06
O00330	O00330	ODPX_HUMAN	PDHX_HUMAN	Pyruvate dehydrogenase protein X component, mitochondrial	990686	1.02452e+06	1.1286e+06	915439	969077	1.13107e+06	1.00394e+06	1.04426e+06
O00391	O00391	QSOX1_HUMAN	QSOX1_HUMAN	Sulfhydryl oxidase 1	1.37013e+06	1.83578e+06	2.19879e+06	2.19475e+06	2.31427e+06	2.19927e+06	1.76122e+06	2.34199e+06
O00399	O00399	DCTN6_HUMAN	DCTN6_HUMAN	Dynactin subunit 6	1.86569e+06	2.00682e+06	1.79278e+06	2.0608e+06	2.02289e+06	1.95638e+06	1.73969e+06	2.32142e+06
O00400	O00400	ACATN_HUMAN	SLC33A1_HUMAN	Acetyl-coenzyme A transporter 1	917281	990501	1.00553e+06	940675	969829	955351	1.02662e+06	953215
O00401	O00401	WASL_HUMAN	WASL_HUMAN	Neural Wiskott-Aldrich syndrome protein	541871	554360	858046	985502	923972	879542	975222	1.30955e+06
O00410	O00410	IPO5_HUMAN	IPO5_HUMAN	Importin-5	1.17713e+07	1.17955e+07	1.15099e+07	1.04301e+07	1.17482e+07	1.19193e+07	1.18537e+07	1.15893e+07
O00410;O60518	O60518;O00410	IPO5_HUMAN;RNBP6_HUMAN	IPO5_HUMAN;RANBP6_HUMAN	Importin-5	8.77004e+06	8.69941e+06	8.42943e+06	7.14473e+06	8.65454e+06	8.89704e+06	8.74696e+06	8.76747e+06
O00411	O00411	RPOM_HUMAN	POLRMT_HUMAN	DNA-directed RNA polymerase, mitochondrial	219409	203183	272099	228403	253330	262742	221890	202083
O00418	O00418	EF2K_HUMAN	EEF2K_HUMAN	Eukaryotic elongation factor 2 kinase	419110	609314	548449	195507	368968	332212	317094	303898
O00422	O00422	SAP18_HUMAN	SAP18_HUMAN	Histone deacetylase complex subunit SAP18	1.80032e+07	1.70887e+07	1.58991e+07	8.69853e+06	1.61907e+07	1.73201e+07	1.66766e+07	1.29904e+07
O00423	O00423	EMAL1_HUMAN	EML1_HUMAN	Echinoderm microtubule-associated protein-like 1		80886.8			83362.1	193524		
O00423;O95834	O00423;O95834;Q05BV3;Q6ZMW3	EMAL1_HUMAN;EMAL2_HUMAN	EML1_HUMAN;EML2_HUMAN	Echinoderm microtubule-associated protein-like 1	606572	499907	423686		425262	237789	368368	441166
O00425	O00425	IF2B3_HUMAN	IGF2BP3_HUMAN	Insulin-like growth factor 2 mRNA-binding protein 3	5.31553e+06	5.35006e+06	5.42086e+06	5.42791e+06	5.44473e+06	5.47667e+06	5.40073e+06	5.48951e+06
O00425;Q9NZI8	O00425;Q9NZI8;Q9Y6M1	IF2B1_HUMAN;IF2B3_HUMAN	IGF2BP1_HUMAN;IGF2BP3_HUMAN	Insulin-like growth factor 2 mRNA-binding protein 3	3.76734e+06	4.8942e+06	5.30667e+06	5.1653e+06	2.91816e+06	4.29892e+06	3.63119e+06	4.55362e+06
O00429	O00429	DNM1L_HUMAN	DNM1L_HUMAN	Dynamin-1-like protein	5.40854e+06	5.28303e+06	5.25769e+06	5.19523e+06	5.63896e+06	5.55274e+06	5.46029e+06	5.28763e+06
O00442	O00442	RTCA_HUMAN	RTCA_HUMAN	RNA 3'-terminal phosphate cyclase	1.1798e+06	1.25533e+06	1.22768e+06	788478	1.19594e+06	1.19494e+06	1.2646e+06	1.2525e+06
O00443	O00443	P3C2A_HUMAN	PIK3C2A_HUMAN	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	897540	967744	1.0138e+06	621129	1.06101e+06	1.03089e+06	1.0323e+06	1.00275e+06
O00458	O00458	IFRD1_HUMAN	IFRD1_HUMAN	Interferon-related developmental regulator 1	943840	1.06397e+06	1.04927e+06	1.00983e+06	1.05732e+06	1.12783e+06	1.07145e+06	1.09629e+06
O00459	O00459	P85B_HUMAN	PIK3R2_HUMAN	Phosphatidylinositol 3-kinase regulatory subunit beta	54571.3		60366.7	79121.6	61482.7	52390.4	54711.8	51519.6
O00461	O00461	GOLI4_HUMAN	GOLIM4_HUMAN	Golgi integral membrane protein 4	471337	498151	209933	428537	510091	515551	447028	366186
O00468	O00468	AGRIN_HUMAN	AGRN_HUMAN	Agrin	560973	579986	490167	545146	565866	598414	554334	529698
O00469	O00469	PLOD2_HUMAN	PLOD2_HUMAN	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	579459	368498	248716	84835.1	272590	601083	234470	576260
O00471	O00471	EXOC5_HUMAN	EXOC5_HUMAN	Exocyst complex component 5	652346	644888	678309	588743	697819	731937	657343	743697
O00472	O00472	ELL2_HUMAN	ELL2_HUMAN	RNA polymerase II elongation factor ELL2					8497.55	9012.37		
O00483	O00483	NDUA4_HUMAN	NDUFA4_HUMAN	Cytochrome c oxidase subunit NDUFA4	1.02833e+07	1.04992e+07	1.05927e+07	8.37922e+06	1.02656e+07	1.02945e+07	1.03865e+07	1.00675e+07
O00487	O00487	PSDE_HUMAN	PSMD14_HUMAN	26S proteasome non-ATPase regulatory subunit 14	9.23629e+06	9.40333e+06	9.13304e+06	7.9535e+06	8.99257e+06	8.96877e+06	8.85723e+06	8.7196e+06
O00487;P43588	O00487;P43588	PSDE_HUMAN;RPN11_YEAST	PSMD14_HUMAN;RPN11_YEAST	26S proteasome non-ATPase regulatory subunit 14	1.91446e+07	1.83868e+07	1.82542e+07	1.85209e+07	1.29627e+07	1.25784e+07	1.27391e+07	1.23323e+07
O00488	O00488	ZN593_HUMAN	ZNF593_HUMAN	Zinc finger protein 593	515274	688296	792714	520335	854899	407514	716022	646059
O00499	O00499	BIN1_HUMAN	BIN1_HUMAN	Myc box-dependent-interacting protein 1	1.94523e+06	1.67131e+06	2.03008e+06	1.68281e+06	1.89291e+06	1.99812e+06	1.99191e+06	1.92833e+06
O00505	O00505	IMA4_HUMAN	KPNA3_HUMAN	Importin subunit alpha-4	2.59901e+06	2.26386e+06	2.56176e+06	2.68059e+06	2.70755e+06	2.59376e+06	2.38e+06	2.67658e+06
O00505;O00629	O00629;O00505	IMA3_HUMAN;IMA4_HUMAN	KPNA3_HUMAN;KPNA4_HUMAN	Importin subunit alpha-4	5.81102e+06	5.70406e+06	5.53374e+06	5.17758e+06	5.84886e+06	5.81964e+06	5.77561e+06	5.77234e+06
O00507	O00507	USP9Y_HUMAN	USP9Y_HUMAN	Probable ubiquitin carboxyl-terminal hydrolase FAF-Y	7737.98	26953.9	17035.1		11709.2	29309.5		30926.9
O00507;Q93008	Q93008;O00507	USP9X_HUMAN;USP9Y_HUMAN	USP9X_HUMAN;USP9Y_HUMAN	Probable ubiquitin carboxyl-terminal hydrolase FAF-Y	1.58075e+06	1.49881e+06	1.52624e+06	1.38059e+06	1.60589e+06	1.57592e+06	1.56661e+06	1.5885e+06
O00512	O00512	BCL9_HUMAN	BCL9_HUMAN	B-cell CLL/lymphoma 9 protein	16307.1				335152			290539
O00534	O00534	VMA5A_HUMAN	VWA5A_HUMAN	von Willebrand factor A domain-containing protein 5A	2.03445e+06	2.0903e+06	2.14445e+06	2.01881e+06	2.28901e+06	2.30328e+06	2.12927e+06	2.25496e+06
O00541	O00541	PESC_HUMAN	PES1_HUMAN	Pescadillo homolog	4.28994e+06	4.32007e+06	4.11331e+06	3.65928e+06	4.3949e+06	4.36563e+06	4.44705e+06	4.21563e+06
O00559	O00559	RCAS1_HUMAN	EBAG9_HUMAN	Receptor-binding cancer antigen expressed on SiSo cells			45220.5		19407.3	68512.6	22511	
O00560	O00560	SDCB1_HUMAN	SDCBP_HUMAN	Syntenin-1	592705	613202	710106	614184	717880	671719	512891	718516
O00562	O00562	PITM1_HUMAN	PITPNM1_HUMAN	Membrane-associated phosphatidylinositol transfer protein 1	245712	239857	194786	240854	179649	251270	329709	234967
O00566	O00566	MPP10_HUMAN	MPHOSPH10_HUMAN	U3 small nucleolar ribonucleoprotein protein MPP10	764312	779896	737446	832860	1.08429e+06	1.00602e+06	1.01573e+06	1.01591e+06
O00567	O00567	NOP56_HUMAN	NOP56_HUMAN	Nucleolar protein 56	1.16227e+07	1.16576e+07	1.13638e+07	1.06167e+07	1.16767e+07	1.15867e+07	1.16676e+07	1.15443e+07
O00571	O00571;O15523	DDX3X_HUMAN	DDX3X_HUMAN	ATP-dependent RNA helicase DDX3X	2.05733e+07	2.06848e+07	2.08269e+07	1.95506e+07	2.05841e+07	2.0451e+07	2.02893e+07	2.10246e+07
O00571;P06634	O00571;O15523;P06634	DDX3X_HUMAN;DED1_YEAST	DDX3X_HUMAN;DED1_YEAST	ATP-dependent RNA helicase DDX3X			9.13495e+06		11216.3			7.36156e+06
O00571;P06634;P17844;P24783;P24784;Q92841	P17844;Q92841;O00571;O15523;P06634;P24783;P24784	DBP1_YEAST;DBP2_YEAST;DDX17_HUMAN;DDX3X_HUMAN;DDX5_HUMAN;DED1_YEAST	DBP1_YEAST;DBP2_YEAST;DDX17_HUMAN;DDX3X_HUMAN;DDX5_HUMAN;DED1_YEAST	ATP-dependent RNA helicase DDX3X	3.54309e+07	3.95589e+07	4.19501e+07	3.7971e+07	3.38425e+07	3.2588e+07	3.41177e+07	3.17599e+07
O00571;P06634;P24784	O00571;O15523;Q9NQI0;P06634;P24784	DBP1_YEAST;DDX3X_HUMAN;DED1_YEAST	DBP1_YEAST;DDX3X_HUMAN;DED1_YEAST	ATP-dependent RNA helicase DDX3X	3.96035e+07	3.88333e+07	3.72894e+07	2.69815e+07	2.8211e+07	2.63761e+07	2.87396e+07	2.50604e+07
O00584	O00584	RNT2_HUMAN	RNASET2_HUMAN	Ribonuclease T2	215502	255920	235986	232487	221165	211816	205465	224232
O00592	O00592	PODXL_HUMAN	PODXL_HUMAN	Podocalyxin	1.82794e+07	1.7402e+07	1.77008e+07	1.67015e+07	1.8532e+07	1.83272e+07	1.88935e+07	1.7396e+07
O00622	O00622	CCN1_HUMAN	CCN1_HUMAN	CCN family member 1	169716	134334	171082	93631.2				
O00625	O00625	PIR_HUMAN	PIR_HUMAN	Pirin	3.25224e+06	3.23835e+06	3.35903e+06	3.23306e+06	3.34516e+06	3.37965e+06	3.51755e+06	3.40852e+06
O00629	O00629	IMA3_HUMAN	KPNA4_HUMAN	Importin subunit alpha-3	2.04162e+06	2.10951e+06	2.14875e+06	2.12497e+06	2.28182e+06	2.13487e+06	2.21105e+06	2.25323e+06
O00712	O00712	NFIB_HUMAN	NFIB_HUMAN	Nuclear factor 1 B-type	521909	518358	694168	553521	590287	716522	531002	655307
O00712;P08651	P08651;Q14938;Q12857;O00712	NFIB_HUMAN;NFIC_HUMAN	NFIB_HUMAN;NFIC_HUMAN	Nuclear factor 1 B-type	1.86405e+06	1.58602e+06	1.60451e+06	1.96181e+06	1.66054e+06	1.57042e+06	1.63809e+06	1.63984e+06
O00743	O00743	PPP6_HUMAN	PPP6C_HUMAN	Serine/threonine-protein phosphatase 6 catalytic subunit	2.15014e+06	2.11217e+06	2.04342e+06	1.92049e+06	2.10819e+06	2.08262e+06	2.1482e+06	2.19363e+06
O00750	O00750	P3C2B_HUMAN	PIK3C2B_HUMAN	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	192800	146755	140706	239408	157179	170896	179126	175729
O00754	O00754	MA2B1_HUMAN	MAN2B1_HUMAN	Lysosomal alpha-mannosidase	453112	472264	462347	504825	458076	417541	481793	471256
O00762	O00762	UBE2C_HUMAN	UBE2C_HUMAN	Ubiquitin-conjugating enzyme E2 C		169301		121660	100841	185873	169673	81938.8
O00764	O00764	PDXK_HUMAN	PDXK_HUMAN	Pyridoxal kinase	1.02329e+07	1.02481e+07	1.00469e+07	9.57155e+06	9.74076e+06	9.54238e+06	9.58794e+06	9.67688e+06
O00767	O00767	SCD_HUMAN	SCD_HUMAN	Stearoyl-CoA desaturase	2.27648e+06	2.37685e+06	2.38535e+06	2.25538e+06	2.44544e+06	2.42099e+06	2.4714e+06	2.43821e+06
O13297	O13297	CET1_YEAST	CET1_YEAST	mRNA-capping enzyme subunit beta	813411	903888	988178	876014	475566	373131	472456	381498
O13516	O13516	RS9A_YEAST	RPS9A_YEAST	40S ribosomal protein S9-A	715198	717423	496838	654341	366612	339363	361106	284376
O13516;P05755	O13516;P05755	RS9A_YEAST;RS9B_YEAST	RPS9A_YEAST;RPS9B_YEAST	40S ribosomal protein S9-A	1.10857e+08	1.1207e+08	1.1505e+08	1.04271e+08	5.33245e+07	5.40164e+07	5.40304e+07	5.56975e+07
O13525	O13525	COQ4_YEAST	COQ4_YEAST	Ubiquinone biosynthesis protein COQ4, mitochondrial	54943.7	39247.2	54774.8					
O13539	O13539	THP2_YEAST	THP2_YEAST	THO complex subunit THP2	502670	528242	463525	533741	208648	138479	142431	212892
O13547	O13547	CCW14_YEAST	CCW14_YEAST	Covalently-linked cell wall protein 14	1.00414e+06	989401	1.00746e+06	1.17522e+06	487489		426060	521823
O13563	O13563	RPN13_YEAST	RPN13_YEAST	26S proteasome regulatory subunit RPN13	6.27178e+06	6.16865e+06	5.48396e+06	4.89486e+06	3.30545e+06	3.11618e+06	3.04007e+06	2.99675e+06
O13585	O13585	YP089_YEAST	YPR089W_YEAST	Dilute domain-containing protein YPR089W	750856	835305	881381	650006	245638	352302	196736	451777
O14455	O14455	RL36B_YEAST	RPL36B_YEAST	60S ribosomal protein L36-B	1.07768e+07	2.04044e+07	2.36246e+07	3.98794e+06	9.58574e+06	9.41558e+06	1.04525e+07	1.22032e+07
O14455;P05745	P05745;O14455	RL36A_YEAST;RL36B_YEAST	RPL36A_YEAST;RPL36B_YEAST	60S ribosomal protein L36-B	1.13029e+08	1.12485e+08	1.09148e+08	1.08856e+08	5.15545e+07	5.18523e+07	5.24575e+07	4.96977e+07
O14467	O14467	MBF1_YEAST	MBF1_YEAST	Multiprotein-bridging factor 1	6.09918e+07	5.95154e+07	5.94693e+07	5.67416e+07	2.87318e+07	2.82493e+07	2.70084e+07	2.809e+07
O14493	O95484;O15551;P56747;O14493	CLD4_HUMAN	CLDN4_HUMAN	Claudin-4	249886	306608	349023	295269	432122	308320	386052	417378
O14497	O14497	ARI1A_HUMAN	ARID1A_HUMAN	AT-rich interactive domain-containing protein 1A	443843	495246	458990	520737	511229	525290	481250	606181
O14497;Q8NFD5	Q8NFD5;O14497	ARI1A_HUMAN;ARI1B_HUMAN	ARID1A_HUMAN;ARID1B_HUMAN	AT-rich interactive domain-containing protein 1A	187435	193857	186943	213398	224068	236083	185698	266025
O14521	O14521	DHSD_HUMAN	SDHD_HUMAN	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	2.24652e+06	2.35261e+06	2.01651e+06	1.99197e+06	2.22937e+06	1.83002e+06	2.69919e+06	767837
O14524	O14524	NEMP1_HUMAN	NEMP1_HUMAN	Nuclear envelope integral membrane protein 1	127721	124035			159625	202920	184468	163387
O14530	O14530	TXND9_HUMAN	TXNDC9_HUMAN	Thioredoxin domain-containing protein 9	1.70199e+06	1.55876e+06	1.3055e+06	1.78135e+06	1.55685e+06	1.73997e+06	1.44605e+06	1.7683e+06
O14545	O14545	TRAD1_HUMAN	TRAFD1_HUMAN	TRAF-type zinc finger domain-containing protein 1	124953		109097			155935		81763.8
O14548	O14548	COX7R_HUMAN	COX7A2L_HUMAN	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	1.29993e+06	1.50946e+06	1.5054e+06	1.53824e+06	1.44444e+06	1.24064e+06	1.35086e+06	1.60612e+06
O14556	O14556	G3PT_HUMAN	GAPDHS_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	729549	684956	808681	669220	800053	750351	814497	840286
O14556;P00358;P00359;P00360;P04406;P0A9B2	P0A9B2;O14556;P04406;P00358;P00359;P00360	G3P1_ECOLI;G3P1_YEAST;G3P2_YEAST;G3P3_YEAST;G3PT_HUMAN;G3P_HUMAN	GAPDHS_HUMAN;GAPDH_HUMAN;TDH1_YEAST;TDH2_YEAST;TDH3_YEAST;gapA_ECOLI	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	1.52527e+06	1.35338e+06	1.7061e+06	1.57089e+06	749787	603063	786259	769075
O14556;P00358;P00359;P00360;P0A9B2	P0A9B2;O14556;P00358;P00359;P00360	G3P1_ECOLI;G3P1_YEAST;G3P2_YEAST;G3P3_YEAST;G3PT_HUMAN	GAPDHS_HUMAN;TDH1_YEAST;TDH2_YEAST;TDH3_YEAST;gapA_ECOLI	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific			22744.7					
O14556;P0A9B2	P0A9B2;O14556	G3P1_ECOLI;G3PT_HUMAN	GAPDHS_HUMAN;gapA_ECOLI	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	1.13132e+07	1.06738e+07	1.04634e+07	1.00719e+07	4.49019e+07	4.35748e+07	4.38282e+07	4.21278e+07
O14561	O14561	ACPM_HUMAN	NDUFAB1_HUMAN	Acyl carrier protein, mitochondrial	7.17887e+06	7.60579e+06	7.38565e+06	6.75688e+06	7.50471e+06	7.79575e+06	7.55293e+06	7.44108e+06
O14562	O14562	UBFD1_HUMAN	UBFD1_HUMAN	Ubiquitin domain-containing protein UBFD1	2.86329e+06	2.7894e+06	2.75092e+06	2.71126e+06	2.83396e+06	2.83845e+06	2.91051e+06	2.73824e+06
O14569	O14569	C56D2_HUMAN	CYB561D2_HUMAN	Transmembrane reductase CYB561D2					155081	326492	330175	
O14578	O14578	CTRO_HUMAN	CIT_HUMAN	Citron Rho-interacting kinase	57685.8	56562.9	57510		65495.9	54253.1	52976.9	56053.9
O14579	O14579	COPE_HUMAN	COPE_HUMAN	Coatomer subunit epsilon	5.82396e+06	5.96759e+06	5.94948e+06	4.90854e+06	6.20845e+06	5.84785e+06	6.23298e+06	5.92088e+06
O14613	O14613	BORG1_HUMAN	CDC42EP2_HUMAN	Cdc42 effector protein 2	209281	267851	232931			237953	317464	361469
O14617	O14617	AP3D1_HUMAN	AP3D1_HUMAN	AP-3 complex subunit delta-1	1.44998e+06	1.46429e+06	1.43851e+06	1.33089e+06	1.5088e+06	1.53839e+06	1.48541e+06	1.50903e+06
O14618	O14618	CCS_HUMAN	CCS_HUMAN	Copper chaperone for superoxide dismutase	1.03579e+06	1.12239e+06	1.21261e+06	1.03928e+06	1.40676e+06	1.21236e+06	1.20554e+06	1.33317e+06
O14639	O14639	ABLM1_HUMAN	ABLIM1_HUMAN	Actin-binding LIM protein 1	428399	420327	426885	453630	451914	476795	437239	460138
O14646	O14646	CHD1_HUMAN	CHD1_HUMAN	Chromodomain-helicase-DNA-binding protein 1	554009	608272	565547	525082	594115	621994	688227	580728
O14646;O14647	O14646;O14647	CHD1_HUMAN;CHD2_HUMAN	CHD1_HUMAN;CHD2_HUMAN	Chromodomain-helicase-DNA-binding protein 1	698974	636442	673092	664447	626322	694100	568406	489637
O14646;O14647;P32657;Q9HCK8;Q9P2D1	O14646;Q8TD26;O14647;Q9HCK8;Q9P2D1;Q3L8U1;P32657	CHD1_HUMAN;CHD1_YEAST;CHD2_HUMAN;CHD7_HUMAN;CHD8_HUMAN	CHD1_HUMAN;CHD1_YEAST;CHD2_HUMAN;CHD7_HUMAN;CHD8_HUMAN	Chromodomain-helicase-DNA-binding protein 1	664590	1.209e+06	1.05867e+06	1.02085e+06	811169		804026	
O14647	O14647	CHD2_HUMAN	CHD2_HUMAN	Chromodomain-helicase-DNA-binding protein 2	420042	368292	362131	392660	341418	409400	387201	363358
O14653	O14653	GOSR2_HUMAN	GOSR2_HUMAN	Golgi SNAP receptor complex member 2	283653	271743	225963	24556.8	265915	241152	246223	155088
O14656	O14656	TOR1A_HUMAN	TOR1A_HUMAN	Torsin-1A	816878	922126	926581	761169	977748	920343	961735	915666
O14657	O14657	TOR1B_HUMAN	TOR1B_HUMAN	Torsin-1B	581332	603269	555078	668343	633475	611696	680272	717356
O14662	O14662	STX16_HUMAN	STX16_HUMAN	Syntaxin-16	282655	275542	323722	288008	309686	310130	304443	296082
O14672	O14672	ADA10_HUMAN	ADAM10_HUMAN	Disintegrin and metalloproteinase domain-containing protein 10	741660	764549	614567	729582	824922	699054	772120	759469
O14681	O14681	EI24_HUMAN	EI24_HUMAN	Etoposide-induced protein 2.4 homolog	642606	660066	676715	653305	551772	756889	522952	565558
O14684	O14684	PTGES_HUMAN	PTGES_HUMAN	Prostaglandin E synthase	7.96817e+06	7.85911e+06	8.20481e+06	7.83507e+06	7.95739e+06	7.84808e+06	8.35444e+06	8.16897e+06
O14727	O14727	APAF_HUMAN	APAF1_HUMAN	Apoptotic protease-activating factor 1	83528.6	94366		62682.6	126855	94073.3	145702	141840
O14730	O14730	RIOK3_HUMAN	RIOK3_HUMAN	Serine/threonine-protein kinase RIO3	941536	1.03554e+06	1.06232e+06	950451	1.13682e+06	1.2682e+06	1.37249e+06	1.04678e+06
O14732	O14732	IMPA2_HUMAN	IMPA2_HUMAN	Inositol monophosphatase 2	3.64707e+06	3.86724e+06	3.48537e+06	3.10016e+06	3.72132e+06	3.77937e+06	3.72215e+06	3.49885e+06
O14733	O14733	MP2K7_HUMAN	MAP2K7_HUMAN	Dual specificity mitogen-activated protein kinase kinase 7	200979	259102	203358	183400	242362	226067	201167	178055
O14734	O14734	ACOT8_HUMAN	ACOT8_HUMAN	Acyl-coenzyme A thioesterase 8	1.16689e+06	1.10837e+06	1.32762e+06	1.12139e+06	1.14373e+06	1.14156e+06	1.40294e+06	1.45125e+06
O14735	O14735	CDIPT_HUMAN	CDIPT_HUMAN	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	1.62016e+06	1.81251e+06	1.85412e+06	1.33987e+06	1.97919e+06	1.8874e+06	1.82252e+06	1.80428e+06
O14737	O14737	PDCD5_HUMAN	PDCD5_HUMAN	Programmed cell death protein 5	6.24901e+06	6.55231e+06	6.46498e+06	6.40541e+06	6.4481e+06	6.4487e+06	6.5322e+06	6.62986e+06
O14744	O14744	ANM5_HUMAN	PRMT5_HUMAN	Protein arginine N-methyltransferase 5	1.18228e+07	1.1685e+07	1.16778e+07	1.13001e+07	1.11679e+07	1.15522e+07	1.15792e+07	1.15992e+07
O14745	O14745	NHRF1_HUMAN	SLC9A3R1_HUMAN	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	5.32859e+06	5.26383e+06	5.28545e+06	5.11858e+06	5.57986e+06	5.58072e+06	5.47111e+06	5.51106e+06
O14763	O14763	TR10B_HUMAN	TNFRSF10B_HUMAN	Tumor necrosis factor receptor superfamily member 10B	485216	511616	543476	473620	578861	569056	499426	462607
O14772	O14772	FPGT_HUMAN	FPGT_HUMAN	Fucose-1-phosphate guanylyltransferase		78958.4		126159	69575.3	70483.7	83237.3	85101.5
O14773	O14773	TPP1_HUMAN	TPP1_HUMAN	Tripeptidyl-peptidase 1	8.50646e+06	8.64668e+06	8.53087e+06	7.93608e+06	8.91495e+06	8.76766e+06	8.86623e+06	8.35336e+06
O14776	O14776	TCRG1_HUMAN	TCERG1_HUMAN	Transcription elongation regulator 1	6.39209e+06	6.23695e+06	5.9292e+06	5.92563e+06	6.29604e+06	6.15334e+06	6.34393e+06	6.21747e+06
O14777	O14777	NDC80_HUMAN	NDC80_HUMAN	Kinetochore protein NDC80 homolog					183721			70573
O14787	O14787	TNPO2_HUMAN	TNPO2_HUMAN	Transportin-2	728330	681984	681461	614056	781978	749468	761117	727232
O14787;Q92973	O14787;Q92973	TNPO1_HUMAN;TNPO2_HUMAN	TNPO1_HUMAN;TNPO2_HUMAN	Transportin-2	9.66003e+06	9.73174e+06	9.85717e+06	9.54455e+06	9.41884e+06	9.69301e+06	9.02912e+06	9.28609e+06
O14795	O14795	UN13B_HUMAN	UNC13B_HUMAN	Protein unc-13 homolog B		110703		40061.9		24122.4	40606.2	
O14802	O14802	RPC1_HUMAN	POLR3A_HUMAN	DNA-directed RNA polymerase III subunit RPC1	754886	717816	790924	698225	763453	890606	840679	764644
O14818	O14818	PSA7_HUMAN	PSMA7_HUMAN	Proteasome subunit alpha type-7	2.17507e+07	2.20249e+07	2.18047e+07	2.04775e+07	2.27702e+07	2.27672e+07	2.24467e+07	2.33664e+07
